hhid,region,etat,lga,zone_residence,ea,cluster,strate,wt_wave4,identifiant_parcelle,superficie_declaree,superficie_gps_m2,superficie_parcelle,unite_superficie,mode_acquisition,superficie_ha_standard,superficie_ha_heaps,superficie_ha_ridges,superficie_ha_stands,area_ha,area_gps_ha,diff_ha,sous_estime,outlier,area_ha_propre
239130,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,1017.3,NA,9000,7,Prêt,0.9,NA,NA,NA,0.9,NA,NA,NA,FALSE,0.9
239131,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,1667.7,2000,1,Prêt,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.16677,-0.07323000000000002,FALSE,FALSE,0.24000000000000002
239131,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,2909.3,1000,1,Prêt,NA,0.12000000000000001,NA,NA,0.12000000000000001,0.29093,0.17093000000000003,TRUE,FALSE,0.12000000000000001
239131,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,3,NA,6610.2002,100,3,Prêt,NA,NA,NA,0.006,0.006,0.66102002,0.65502002,TRUE,FALSE,0.006
239132,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239133,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239135,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239136,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,1,NA,6235.2002,1.5,5,Prêt,0.607029,NA,NA,NA,0.607029,0.6235200200000001,0.016491020000000023,TRUE,FALSE,0.607029
239137,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,1,NA,NA,20,2,Héritage,NA,NA,0.054000000000000006,NA,0.054000000000000006,NA,NA,NA,FALSE,0.054000000000000006
239138,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239140,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,1,NA,NA,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239141,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239142,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,1,NA,NA,1000,1,Location,NA,0.12000000000000001,NA,NA,0.12000000000000001,NA,NA,NA,FALSE,0.12000000000000001
239142,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,2,NA,1041.3,600,1,Location,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.10413,0.03212999999999999,TRUE,FALSE,0.07200000000000001
239143,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,1,NA,14022,15,5,Location,6.07029,NA,NA,NA,6.07029,1.4022,-4.66809,FALSE,FALSE,6.07029
239143,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,2,NA,2419.5,12,5,Propriété pleine,4.856232,NA,NA,NA,4.856232,0.24195,-4.614282,FALSE,FALSE,4.856232
239143,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,3,NA,1988.4,8,5,Location,3.237488,NA,NA,NA,3.237488,0.19884000000000002,-3.038648,FALSE,FALSE,3.237488
239143,North Central,Kogi,2310,Rural,496,2310-496,1,1452.3953857421875,4,NA,152.8,6,5,Location,2.428116,NA,NA,NA,2.428116,0.015280000000000002,-2.412836,FALSE,FALSE,2.428116
239144,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,2,NA,12960,3,5,Prêt,1.214058,NA,NA,NA,1.214058,1.296,0.08194199999999996,TRUE,FALSE,1.214058
239144,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,3,NA,6361,2,5,Prêt,0.809372,NA,NA,NA,0.809372,0.6361,-0.17327199999999998,FALSE,FALSE,0.809372
239145,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239146,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,2056.8,2534,7,Prêt,0.2534,NA,NA,NA,0.2534,0.20568000000000003,-0.047719999999999985,FALSE,FALSE,0.2534
239147,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,NA,500,7,Propriété pleine,0.05,NA,NA,NA,0.05,NA,NA,NA,FALSE,0.05
239148,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,NA,5000,7,Propriété pleine,0.5,NA,NA,NA,0.5,NA,NA,NA,FALSE,0.5
239149,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,169.72,200,1,Prêt,NA,0.024,NA,NA,0.024,0.016972,-0.0070279999999999995,FALSE,FALSE,0.024
239149,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,2,NA,1820.1,2000,1,Prêt,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.18200999999999998,-0.05799000000000004,FALSE,FALSE,0.24000000000000002
239149,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,3,NA,2325.5,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.23255,-0.17213599999999998,FALSE,FALSE,0.404686
239150,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,1169.4,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.11694,-0.6924319999999999,FALSE,FALSE,0.809372
239150,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,2,NA,464.16,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.046416000000000006,-0.762956,FALSE,FALSE,0.809372
239151,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,627.58,NA,600,1,Location,NA,0.07200000000000001,NA,NA,0.07200000000000001,NA,NA,NA,FALSE,0.07200000000000001
239151,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,2,63.32,NA,200,1,Location,NA,0.024,NA,NA,0.024,NA,NA,NA,FALSE,0.024
239151,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,3,709.55,NA,600,1,Location,NA,0.07200000000000001,NA,NA,0.07200000000000001,NA,NA,NA,FALSE,0.07200000000000001
239152,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,1,NA,NA,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239155,North Central,Kogi,2313,Urbain,382,2313-382,1,2235.142578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239156,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,2531.6001,1000,1,Héritage,NA,0.12000000000000001,NA,NA,0.12000000000000001,0.25316001,0.13316001,TRUE,FALSE,0.12000000000000001
239158,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,984.04999,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,0.09840499899999999,-0.103938001,FALSE,FALSE,0.202343
239159,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,NA,100,2,Héritage,NA,NA,0.27,NA,0.27,NA,NA,NA,FALSE,0.27
239160,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239161,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,2262.3,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.22623000000000001,-0.17845599999999998,FALSE,FALSE,0.404686
239161,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,2,NA,NA,2000,1,Prêt,NA,0.24000000000000002,NA,NA,0.24000000000000002,NA,NA,NA,FALSE,0.24000000000000002
239161,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,3,NA,NA,473.2,7,Propriété pleine,0.04732,NA,NA,NA,0.04732,NA,NA,NA,FALSE,0.04732
239162,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239163,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,5255.3999,4000,1,Communautaire,NA,0.48000000000000004,NA,NA,0.48000000000000004,0.5255399900000001,0.04553999000000003,TRUE,FALSE,0.48000000000000004
239163,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,2,NA,1302.7,1200,1,Communautaire,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.13027,-0.01373000000000002,FALSE,FALSE,0.14400000000000002
239164,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,NA,420,7,Propriété pleine,0.042,NA,NA,NA,0.042,NA,NA,NA,FALSE,0.042
239164,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,2,NA,NA,1000,1,Prêt,NA,0.12000000000000001,NA,NA,0.12000000000000001,NA,NA,NA,FALSE,0.12000000000000001
239165,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,6313.6001,200,2,Héritage,NA,NA,0.54,NA,0.54,0.63136001,0.09136000999999994,TRUE,FALSE,0.54
239165,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,2,NA,5340.6001,300,2,Prêt,NA,NA,0.81,NA,0.81,0.5340600099999999,-0.27593999000000013,FALSE,FALSE,0.81
239165,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,3,NA,6419,100,2,Héritage,NA,NA,0.27,NA,0.27,0.6419,0.3719,TRUE,FALSE,0.27
239165,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,4,NA,5518,100,2,Héritage,NA,NA,0.27,NA,0.27,0.5518,0.28179999999999994,TRUE,FALSE,0.27
239165,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,5,NA,1816.3,180,2,Prêt,NA,NA,0.48600000000000004,NA,0.48600000000000004,0.18162999999999999,-0.30437000000000003,FALSE,FALSE,0.48600000000000004
239167,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,1,NA,NA,420,7,Héritage,0.042,NA,NA,NA,0.042,NA,NA,NA,FALSE,0.042
239167,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,2,NA,4583.7998,4,5,Héritage,1.618744,NA,NA,NA,1.618744,0.45837997999999996,-1.16036402,FALSE,FALSE,1.618744
239167,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,3,NA,2610.2,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.26102,-0.548352,FALSE,FALSE,0.809372
239167,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,4,NA,13968,9,5,Héritage,3.642174,NA,NA,NA,3.642174,1.3968,-2.245374,FALSE,FALSE,3.642174
239167,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,5,NA,803.89001,2400,1,Héritage,NA,0.28800000000000003,NA,NA,0.28800000000000003,0.080389001,-0.20761099900000002,FALSE,FALSE,0.28800000000000003
239167,North Central,Kogi,2314,Rural,354,2314-354,1,1013.5242309570313,6,NA,852.96002,1600,1,Héritage,NA,0.192,NA,NA,0.192,0.085296002,-0.10670399800000001,FALSE,FALSE,0.192
239168,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,11778,4,5,Héritage,1.618744,NA,NA,NA,1.618744,1.1778,-0.440944,FALSE,FALSE,1.618744
239169,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,851.72998,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.085172998,-0.319513002,FALSE,FALSE,0.404686
239169,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,3,NA,2725.8999,3,5,Communautaire,1.214058,NA,NA,NA,1.214058,0.27258999,-0.9414680100000001,FALSE,FALSE,1.214058
239170,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,6344.7998,3,5,Héritage,1.214058,NA,NA,NA,1.214058,0.6344799799999999,-0.5795780200000001,FALSE,FALSE,1.214058
239171,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,12118,3,5,Héritage,1.214058,NA,NA,NA,1.214058,1.2118,-0.0022580000000000933,FALSE,FALSE,1.214058
239172,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,8458.5,7000,7,Location,0.7,NA,NA,NA,0.7,0.84585,0.14585000000000004,TRUE,FALSE,0.7
239172,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,2,NA,5662.8999,5000,7,Location,0.5,NA,NA,NA,0.5,0.56628999,0.06628999000000002,TRUE,FALSE,0.5
239172,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,3,NA,11930,9000,7,Location,0.9,NA,NA,NA,0.9,1.193,0.29300000000000004,TRUE,FALSE,0.9
239172,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,4,NA,2378.6001,3400,7,Communautaire,0.34,NA,NA,NA,0.34,0.23786001,-0.10213999000000001,FALSE,FALSE,0.34
239173,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239175,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239176,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,10094,3.5,5,Communautaire,1.416401,NA,NA,NA,1.416401,1.0094,-0.40700099999999995,FALSE,FALSE,1.416401
239176,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,3,NA,984.77002,0.5,5,Communautaire,0.202343,NA,NA,NA,0.202343,0.09847700200000001,-0.10386599799999999,FALSE,FALSE,0.202343
239176,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,4,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239177,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,1,NA,3782.7,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,0.37827,-0.026415999999999995,FALSE,FALSE,0.404686
239177,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,3,NA,1196.8,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,0.11968,-0.285006,FALSE,FALSE,0.404686
239177,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,4,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239178,North Central,Kogi,2316,Rural,614,2316-614,1,4132.40673828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239180,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,NA,18944,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,1.8944,1.085028,TRUE,FALSE,0.809372
239180,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,NA,8138.8999,50,2,Communautaire,NA,NA,0.135,NA,0.135,0.8138899900000001,0.67888999,TRUE,FALSE,0.135
239180,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,3,17180,NA,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239181,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,14928,NA,4,5,Communautaire,1.618744,NA,NA,NA,1.618744,NA,NA,NA,FALSE,1.618744
239181,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,NA,28903,8,5,Communautaire,3.237488,NA,NA,NA,3.237488,2.8903,-0.34718800000000005,FALSE,FALSE,3.237488
239181,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,3,NA,NA,250,7,Héritage,0.025,NA,NA,NA,0.025,NA,NA,NA,FALSE,0.025
239182,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239183,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,7467.9,NA,4,5,Communautaire,1.618744,NA,NA,NA,1.618744,NA,NA,NA,FALSE,1.618744
239183,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,NA,7372.7998,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,0.73727998,-0.07209202000000003,FALSE,FALSE,0.809372
239184,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,NA,17784,2.5,5,Communautaire,1.011715,NA,NA,NA,1.011715,1.7784,0.7666850000000001,TRUE,FALSE,1.011715
239184,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,10360,NA,3,5,Communautaire,1.214058,NA,NA,NA,1.214058,NA,NA,NA,FALSE,1.214058
239184,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,3,NA,NA,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239184,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,4,7128,NA,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239184,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,5,NA,NA,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239186,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,NA,17826,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,1.7826,0.973228,TRUE,FALSE,0.809372
239186,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,NA,NA,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239186,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,4,14206,NA,8,5,Communautaire,3.237488,NA,NA,NA,3.237488,NA,NA,NA,FALSE,3.237488
239187,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,NA,21135,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,2.1135,1.3041280000000002,TRUE,FALSE,0.809372
239187,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,28342,NA,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239187,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,3,6176.4,NA,1.5,5,Communautaire,0.607029,NA,NA,NA,0.607029,NA,NA,NA,FALSE,0.607029
239187,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,4,21915,NA,1.5,5,Communautaire,0.607029,NA,NA,NA,0.607029,NA,NA,NA,FALSE,0.607029
239188,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,NA,12109,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,1.2109,0.8062140000000001,TRUE,FALSE,0.404686
239188,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,12482,NA,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239188,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,3,6292.5,NA,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239189,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,18105,NA,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239189,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,2,7056.7,NA,5,5,Communautaire,2.02343,NA,NA,NA,2.02343,NA,NA,NA,FALSE,2.02343
239189,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,3,NA,11414,3,5,Communautaire,1.214058,NA,NA,NA,1.214058,1.1414,-0.07265800000000011,FALSE,FALSE,1.214058
239190,North Central,Kogi,2316,Rural,1442,2316-1442,1,1954.962890625,1,NA,19764,2,5,Héritage,0.809372,NA,NA,NA,0.809372,1.9764,1.167028,TRUE,FALSE,0.809372
239197,North Central,Kogi,2304,Rural,432,2304-432,1,400,1,NA,520.28003,600,1,Prêt,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.052028003,-0.019971997000000005,FALSE,FALSE,0.07200000000000001
239197,North Central,Kogi,2304,Rural,432,2304-432,1,400,2,NA,1757,1000,1,Prêt,NA,0.12000000000000001,NA,NA,0.12000000000000001,0.1757,0.055699999999999986,TRUE,FALSE,0.12000000000000001
239197,North Central,Kogi,2304,Rural,432,2304-432,1,400,3,NA,442.45999,300,1,Prêt,NA,0.036000000000000004,NA,NA,0.036000000000000004,0.044245999,0.008245998999999997,TRUE,FALSE,0.036000000000000004
239199,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,1,NA,5558.7998,1,5,Location,0.404686,NA,NA,NA,0.404686,0.5558799799999999,0.15119397999999995,TRUE,FALSE,0.404686
239199,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,2,NA,NA,390,7,Communautaire,0.039,NA,NA,NA,0.039,NA,NA,NA,FALSE,0.039
239204,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239205,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239209,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,31025,1,5,Location,0.404686,NA,NA,NA,0.404686,3.1025,2.697814,TRUE,FALSE,0.404686
239209,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,2,NA,1128.9,400,3,Location,NA,NA,NA,0.024,0.024,0.11289,0.08889,TRUE,FALSE,0.024
239209,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,3,NA,1643.7,2,5,Location,0.809372,NA,NA,NA,0.809372,0.16437000000000002,-0.645002,FALSE,FALSE,0.809372
239209,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,4,NA,1949,2,5,Location,0.809372,NA,NA,NA,0.809372,0.1949,-0.614472,FALSE,FALSE,0.809372
239209,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,5,NA,1571.8,1,5,Location,0.404686,NA,NA,NA,0.404686,0.15718,-0.247506,FALSE,FALSE,0.404686
239210,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239211,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,1,NA,1843.6,4,5,Prêt,1.618744,NA,NA,NA,1.618744,0.18436,-1.4343839999999999,FALSE,FALSE,1.618744
239211,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,2,NA,2314.1001,0.1,5,Prêt,0.0404686,NA,NA,NA,0.0404686,0.23141001,0.19094141,TRUE,FALSE,0.0404686
239211,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,3,NA,5306.7002,2,5,Prêt,0.809372,NA,NA,NA,0.809372,0.5306700200000001,-0.2787019799999999,FALSE,FALSE,0.809372
239211,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,4,NA,4285.1001,2,5,Prêt,0.809372,NA,NA,NA,0.809372,0.42851000999999994,-0.38086199000000004,FALSE,FALSE,0.809372
239211,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,5,NA,8281.5996,3,5,Prêt,1.214058,NA,NA,NA,1.214058,0.8281599599999999,-0.38589804000000016,FALSE,FALSE,1.214058
239211,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,6,NA,10891,3,5,Prêt,1.214058,NA,NA,NA,1.214058,1.0891,-0.12495800000000012,FALSE,FALSE,1.214058
239212,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,1,NA,16956,18000,7,Prêt,1.8,NA,NA,NA,1.8,1.6956,-0.10440000000000005,FALSE,FALSE,1.8
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,2,NA,1048.1,3000,7,Prêt,0.3,NA,NA,NA,0.3,0.10480999999999999,-0.19519,FALSE,FALSE,0.3
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,3,NA,6107.1001,6000,7,Prêt,0.6,NA,NA,NA,0.6,0.6107100099999999,0.010710009999999937,TRUE,FALSE,0.6
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,4,NA,1889.8,3500,7,Prêt,0.35,NA,NA,NA,0.35,0.18898,-0.16101999999999997,FALSE,FALSE,0.35
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,5,NA,4479.8999,4000,7,Prêt,0.4,NA,NA,NA,0.4,0.44798999000000006,0.04798999000000004,TRUE,FALSE,0.4
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,6,NA,6517.2998,4000,7,Prêt,0.4,NA,NA,NA,0.4,0.6517299799999999,0.2517299799999999,TRUE,FALSE,0.4
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,7,NA,5587.2998,2000,7,Prêt,0.2,NA,NA,NA,0.2,0.55872998,0.35872997999999995,TRUE,FALSE,0.2
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,8,NA,20667,20000,7,Prêt,2,NA,NA,NA,2,2.0667,0.06669999999999998,TRUE,FALSE,2
239213,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,9,NA,NA,4000,7,Prêt,0.4,NA,NA,NA,0.4,NA,NA,NA,FALSE,0.4
239214,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,1,NA,16230,2,5,Location,0.809372,NA,NA,NA,0.809372,1.623,0.813628,TRUE,FALSE,0.809372
239214,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,2,NA,25349,2,5,Location,0.809372,NA,NA,NA,0.809372,2.5349,1.725528,TRUE,FALSE,0.809372
239214,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,3,NA,NA,2,6,Communautaire,2,NA,NA,NA,2,NA,NA,NA,FALSE,2
239216,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,1,NA,15645,2,5,Métayage,0.809372,NA,NA,NA,0.809372,1.5645,0.755128,TRUE,FALSE,0.809372
239217,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,1,NA,763.51001,400,1,Prêt,NA,0.048,NA,NA,0.048,0.076351001,0.028351001,TRUE,FALSE,0.048
239217,North Central,Kogi,2311,Rural,1600,2311-1600,1,4388.72021484375,2,NA,2184.5,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.21845,-0.18623599999999998,FALSE,FALSE,0.404686
