hhid,region,etat,lga,zone_residence,ea,cluster,strate,wt_wave4,identifiant_parcelle,superficie_declaree,superficie_gps_m2,superficie_parcelle,unite_superficie,mode_acquisition,superficie_ha_standard,superficie_ha_heaps,superficie_ha_ridges,superficie_ha_stands,area_ha,area_gps_ha,diff_ha,sous_estime,outlier,area_ha_propre
239037,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,2,NA,16952,6,5,Héritage,2.428116,NA,NA,NA,2.428116,1.6952,-0.7329160000000001,FALSE,FALSE,2.428116
239039,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,1,NA,NA,30,2,Prêt,NA,NA,0.081,NA,0.081,NA,NA,NA,FALSE,0.081
239042,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239043,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,1,NA,NA,2,5,Prêt,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239043,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,2,NA,NA,900,7,Propriété pleine,0.09,NA,NA,NA,0.09,NA,NA,NA,FALSE,0.09
239044,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239045,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,1,NA,4906.6001,1.5,5,Prêt,0.607029,NA,NA,NA,0.607029,0.49066001,-0.11636899000000006,FALSE,FALSE,0.607029
239046,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239047,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,1,NA,521.63,400,1,Location,NA,0.048,NA,NA,0.048,0.052163,0.004163,TRUE,FALSE,0.048
239047,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,2,NA,NA,1600,1,Héritage,NA,0.192,NA,NA,0.192,NA,NA,NA,FALSE,0.192
239048,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,1,NA,39.18,100,1,Prêt,NA,0.012,NA,NA,0.012,0.003918,-0.008082,FALSE,FALSE,0.012
239048,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,2,NA,393.22,400,1,Propriété pleine,NA,0.048,NA,NA,0.048,0.039322,-0.008677999999999998,FALSE,FALSE,0.048
239048,North Central,Kogi,2305,Rural,174,2305-174,1,2114.52197265625,3,NA,NA,2,5,Prêt,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239049,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,3696.8999,3,5,Prêt,1.214058,NA,NA,NA,1.214058,0.36968998999999997,-0.8443680100000002,FALSE,FALSE,1.214058
239049,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,911.34003,3,5,Prêt,1.214058,NA,NA,NA,1.214058,0.09113400299999999,-1.122923997,FALSE,FALSE,1.214058
239050,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,NA,2,5,Prêt,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239050,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,5433.3999,2,5,Location,0.809372,NA,NA,NA,0.809372,0.54333999,-0.26603201,FALSE,FALSE,0.809372
239050,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,3,NA,5916.2998,2,5,Location,0.809372,NA,NA,NA,0.809372,0.59162998,-0.21774201999999998,FALSE,FALSE,0.809372
239050,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,4,NA,15900,2,5,Location,0.809372,NA,NA,NA,0.809372,1.59,0.7806280000000001,TRUE,FALSE,0.809372
239050,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,5,NA,202.97,1,5,Location,0.404686,NA,NA,NA,0.404686,0.020297,-0.384389,FALSE,FALSE,0.404686
239051,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,12024,10000,7,Communautaire,1,NA,NA,NA,1,1.2024,0.2023999999999999,TRUE,FALSE,1
239051,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,48984,NA,2,6,Communautaire,2,NA,NA,NA,2,NA,NA,NA,FALSE,2
239051,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,3,380.9,NA,800,3,Communautaire,NA,NA,NA,0.048,0.048,NA,NA,NA,FALSE,0.048
239052,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,65869,10,5,Prêt,4.04686,NA,NA,NA,4.04686,6.5869,2.5400400000000003,TRUE,FALSE,4.04686
239052,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,5108.6001,2,5,Prêt,0.809372,NA,NA,NA,0.809372,0.5108600099999999,-0.29851199000000006,FALSE,FALSE,0.809372
239053,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,36805,NA,3000,3,Communautaire,NA,NA,NA,0.18,0.18,NA,NA,NA,FALSE,0.18
239053,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,39832,6000,7,Communautaire,0.6,NA,NA,NA,0.6,3.9832,3.3832,TRUE,FALSE,0.6
239053,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,3,NA,743.10999,800,7,Communautaire,0.08,NA,NA,NA,0.08,0.074310999,-0.005689000999999999,FALSE,FALSE,0.08
239053,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,4,718,NA,900,7,Communautaire,0.09,NA,NA,NA,0.09,NA,NA,NA,FALSE,0.09
239053,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,5,NA,679.81,600,7,Communautaire,0.06,NA,NA,NA,0.06,0.067981,0.007981000000000002,TRUE,FALSE,0.06
239054,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,8217.7002,13500,7,Propriété pleine,1.35,NA,NA,NA,1.35,0.8217700199999999,-0.5282299800000002,FALSE,FALSE,1.35
239054,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,2584.2,900,7,Propriété pleine,0.09,NA,NA,NA,0.09,0.25842,0.16842,TRUE,FALSE,0.09
239055,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,11074,15000,7,Location,1.5,NA,NA,NA,1.5,1.1074,-0.39260000000000006,FALSE,FALSE,1.5
239055,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,3051.6001,1,6,Location,1,NA,NA,NA,1,0.30516001000000004,-0.69483999,FALSE,FALSE,1
239055,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,3,NA,21471,4,6,Location,4,NA,NA,NA,4,2.1471,-1.8529,FALSE,FALSE,4
239057,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,1,NA,778.29999,0.5,5,Métayage,0.202343,NA,NA,NA,0.202343,0.077829999,-0.124513001,FALSE,FALSE,0.202343
239057,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,2,NA,13155,3,5,Métayage,1.214058,NA,NA,NA,1.214058,1.3155,0.10144199999999981,TRUE,FALSE,1.214058
239057,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,3,NA,3035.5,1,5,Métayage,0.404686,NA,NA,NA,0.404686,0.30355,-0.101136,FALSE,FALSE,0.404686
239058,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239059,North Central,Kogi,2306,Urbain,78,2306-78,1,5534.43994140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239061,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239062,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,1,NA,NA,1,5,Métayage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239062,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,2,NA,330.42999,300,1,Métayage,NA,0.036000000000000004,NA,NA,0.036000000000000004,0.033042998999999997,-0.0029570010000000077,FALSE,FALSE,0.036000000000000004
239063,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239064,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,1,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239064,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,2,NA,NA,450,7,Propriété pleine,0.045,NA,NA,NA,0.045,NA,NA,NA,FALSE,0.045
239065,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,1,NA,NA,500,1,Héritage,NA,0.060000000000000005,NA,NA,0.060000000000000005,NA,NA,NA,FALSE,0.060000000000000005
239065,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,2,NA,NA,500,1,Héritage,NA,0.060000000000000005,NA,NA,0.060000000000000005,NA,NA,NA,FALSE,0.060000000000000005
239065,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,3,NA,NA,500,1,Héritage,NA,0.060000000000000005,NA,NA,0.060000000000000005,NA,NA,NA,FALSE,0.060000000000000005
239066,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239068,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239070,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239071,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239072,North Central,Kogi,2308,Urbain,88,2308-88,1,6728.578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239074,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239075,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,1,NA,2311.8,2,5,Location,0.809372,NA,NA,NA,0.809372,0.23118000000000002,-0.5781919999999999,FALSE,FALSE,0.809372
239076,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239077,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,1,NA,348.48001,2500,7,Propriété pleine,0.25,NA,NA,NA,0.25,0.034848000999999997,-0.215151999,FALSE,FALSE,0.25
239078,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239081,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,1,NA,NA,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239083,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239084,North Central,Kogi,2308,Urbain,5126,2308-5126,1,14965.2275390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239085,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,6846.1001,10000,1,Prêt,NA,1.2,NA,NA,1.2,0.68461001,-0.51538999,FALSE,FALSE,1.2
239085,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,9364.5,24,2,Prêt,NA,NA,0.0648,NA,0.0648,0.93645,0.87165,TRUE,FALSE,0.0648
239085,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,3,NA,3212.7,22,2,Prêt,NA,NA,0.0594,NA,0.0594,0.32127,0.26187,TRUE,FALSE,0.0594
239086,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,627.90997,600,1,Prêt,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.062790997,-0.009209003000000007,FALSE,FALSE,0.07200000000000001
239086,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,5498.8999,34000,1,Prêt,NA,4.08,NA,NA,4.08,0.54988999,-3.53011001,FALSE,FALSE,4.08
239086,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,3,NA,5751.6001,30000,1,Prêt,NA,3.6,NA,NA,3.6,0.5751600099999999,-3.0248399900000003,FALSE,FALSE,3.6
239086,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,4,NA,5128.7998,30,2,Héritage,NA,NA,0.081,NA,0.081,0.51287998,0.43187998,TRUE,FALSE,0.081
239086,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,5,NA,4592.3999,43,2,Héritage,NA,NA,0.11610000000000001,NA,0.11610000000000001,0.45923999000000004,0.34313999000000006,TRUE,FALSE,0.11610000000000001
239087,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,9902.2998,3,5,Location,1.214058,NA,NA,NA,1.214058,0.9902299800000001,-0.22382802000000002,FALSE,FALSE,1.214058
239087,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,8600.5996,2.5,5,Location,1.011715,NA,NA,NA,1.011715,0.86005996,-0.15165503999999996,FALSE,FALSE,1.011715
239087,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,3,NA,565.81,1400,1,Location,NA,0.168,NA,NA,0.168,0.05658099999999999,-0.11141900000000002,FALSE,FALSE,0.168
239087,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,4,NA,3124.5,2400,1,Location,NA,0.28800000000000003,NA,NA,0.28800000000000003,0.31245,0.024449999999999972,TRUE,FALSE,0.28800000000000003
239088,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,6542.7002,15000,1,Héritage,NA,1.8,NA,NA,1.8,0.65427002,-1.14572998,FALSE,FALSE,1.8
239088,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,5960.7998,10000,1,Héritage,NA,1.2,NA,NA,1.2,0.59607998,-0.60392002,FALSE,FALSE,1.2
239088,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,3,NA,6026,40,2,Héritage,NA,NA,0.10800000000000001,NA,0.10800000000000001,0.6026,0.49460000000000004,TRUE,FALSE,0.10800000000000001
239089,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,3039.8999,1,5,Location,0.404686,NA,NA,NA,0.404686,0.30398999,-0.10069601,FALSE,FALSE,0.404686
239089,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,8022.7002,2,5,Prêt,0.809372,NA,NA,NA,0.809372,0.80227002,-0.007101979999999952,FALSE,FALSE,0.809372
239090,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,8744.7002,5,5,Prêt,2.02343,NA,NA,NA,2.02343,0.87447002,-1.1489599799999999,FALSE,FALSE,2.02343
239090,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,7269.7998,5000,1,Héritage,NA,0.6,NA,NA,0.6,0.72697998,0.12697998,TRUE,FALSE,0.6
239090,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,3,NA,3207,5000,1,Héritage,NA,0.6,NA,NA,0.6,0.3207,-0.2793,FALSE,FALSE,0.6
239092,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,4584.8999,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.45848999,-0.35088200999999997,FALSE,FALSE,0.809372
239092,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,1540.6,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.15406,-0.250626,FALSE,FALSE,0.404686
239093,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,5179.1001,5,5,Communautaire,2.02343,NA,NA,NA,2.02343,0.5179100099999999,-1.5055199899999998,FALSE,FALSE,2.02343
239093,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,3659.3,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,0.36593000000000003,-0.44344199999999995,FALSE,FALSE,0.809372
239095,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,989.59998,3,5,Communautaire,1.214058,NA,NA,NA,1.214058,0.098959998,-1.115098002,FALSE,FALSE,1.214058
239095,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,2,NA,2851.6001,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,0.28516001,-0.52421199,FALSE,FALSE,0.809372
239095,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,3,NA,3228,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,0.3228,-0.486572,FALSE,FALSE,0.809372
239096,North Central,Kogi,2309,Rural,740,2309-740,1,3800.588623046875,1,NA,9257,3,5,Prêt,1.214058,NA,NA,NA,1.214058,0.9257,-0.2883580000000001,FALSE,FALSE,1.214058
239097,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,3707.7,3,5,Location,1.214058,NA,NA,NA,1.214058,0.37077,-0.843288,FALSE,FALSE,1.214058
239097,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,2,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239099,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,44.389999,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.004438999900000001,-0.8049330001,FALSE,FALSE,0.809372
239100,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,17931,4,6,Héritage,4,NA,NA,NA,4,1.7931,-2.2069,FALSE,FALSE,4
239100,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,2,NA,NA,5,6,Héritage,5,NA,NA,NA,5,NA,NA,NA,FALSE,5
239100,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,3,NA,NA,7000,7,Héritage,0.7,NA,NA,NA,0.7,NA,NA,NA,FALSE,0.7
239101,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,102.5,8000,7,Location,0.8,NA,NA,NA,0.8,0.01025,-0.7897500000000001,FALSE,FALSE,0.8
239103,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239104,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,984.23999,1000,7,Location,0.1,NA,NA,NA,0.1,0.098423999,-0.0015760010000000074,FALSE,FALSE,0.1
239104,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,2,NA,309.67999,300,7,Location,0.03,NA,NA,NA,0.03,0.030967998999999996,9.679989999999972e-4,TRUE,FALSE,0.03
239104,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,3,NA,NA,1.5,5,Propriété pleine,0.607029,NA,NA,NA,0.607029,NA,NA,NA,FALSE,0.607029
239104,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,4,NA,641.10999,600,7,Location,0.06,NA,NA,NA,0.06,0.064110999,0.004110999000000004,TRUE,FALSE,0.06
239104,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,5,NA,NA,900,7,Propriété pleine,0.09,NA,NA,NA,0.09,NA,NA,NA,FALSE,0.09
239106,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,867.75,600,1,Prêt,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.086775,0.014774999999999996,TRUE,FALSE,0.07200000000000001
239106,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,2,NA,9625.2002,3,5,Location,1.214058,NA,NA,NA,1.214058,0.9625200199999999,-0.25153798000000016,FALSE,FALSE,1.214058
239106,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,3,NA,NA,0.25,5,Location,0.1011715,NA,NA,NA,0.1011715,NA,NA,NA,FALSE,0.1011715
239107,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,1,NA,NA,1,5,Prêt,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
239108,North Central,Kogi,2309,Urbain,1224,2309-1224,1,2764.448974609375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239110,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239111,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239112,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239113,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239114,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239116,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239117,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239118,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239120,North Central,Kogi,2309,Rural,1574,2309-1574,1,1383.20703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239121,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,NA,2,5,Prêt,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239121,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,726.15997,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.072615997,-0.332070003,FALSE,FALSE,0.404686
239121,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,3,NA,507.66,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.050766000000000006,-0.35392,FALSE,FALSE,0.404686
239122,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,15373,8000,7,Prêt,0.8,NA,NA,NA,0.8,1.5373000000000001,0.7373000000000001,TRUE,FALSE,0.8
239122,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,1526,10000,7,Prêt,1,NA,NA,NA,1,0.1526,-0.8473999999999999,FALSE,FALSE,1
239122,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,3,NA,2103.7,6800,7,Prêt,0.68,NA,NA,NA,0.68,0.21036999999999997,-0.4696300000000001,FALSE,FALSE,0.68
239122,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,4,NA,3236.8999,500,1,Héritage,NA,0.060000000000000005,NA,NA,0.060000000000000005,0.32368999,0.26368999,TRUE,FALSE,0.060000000000000005
239122,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,5,NA,3236.8999,120,3,Héritage,NA,NA,NA,0.0072,0.0072,0.32368999,0.31648999,TRUE,FALSE,0.0072
239122,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,6,NA,NA,800,7,Héritage,0.08,NA,NA,NA,0.08,NA,NA,NA,FALSE,0.08
239123,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,NA,2,5,Héritage,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
239123,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,4048.3,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.40483,1.44000000000033e-4,TRUE,FALSE,0.404686
239124,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,21181,2,5,Prêt,0.809372,NA,NA,NA,0.809372,2.1181,1.3087280000000001,TRUE,FALSE,0.809372
239125,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,1933.6,12000,7,Prêt,1.2,NA,NA,NA,1.2,0.19336,-1.00664,FALSE,FALSE,1.2
239125,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,9597.0996,5000,7,Prêt,0.5,NA,NA,NA,0.5,0.95970996,0.45970996,TRUE,FALSE,0.5
239125,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,3,NA,14235,6000,7,Héritage,0.6,NA,NA,NA,0.6,1.4235,0.8235,TRUE,FALSE,0.6
239125,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,4,NA,NA,580.62,7,Héritage,0.058062,NA,NA,NA,0.058062,NA,NA,NA,FALSE,0.058062
239127,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,5424.6001,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.54246001,0.13777401,TRUE,FALSE,0.404686
239127,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,4929.2002,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.49292002,0.08823402000000002,TRUE,FALSE,0.404686
239127,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,3,NA,1796,450,3,Héritage,NA,NA,NA,0.027,0.027,0.1796,0.1526,TRUE,FALSE,0.027
239128,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,2102.1001,4000,7,Prêt,0.4,NA,NA,NA,0.4,0.21021001,-0.18978999000000002,FALSE,FALSE,0.4
239129,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,1506.4,70,3,Prêt,NA,NA,NA,0.0042,0.0042,0.15064,0.14644,TRUE,FALSE,0.0042
239129,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,2,NA,6541.7002,2,5,Prêt,0.809372,NA,NA,NA,0.809372,0.65417002,-0.15520197999999996,FALSE,FALSE,0.809372
239129,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,3,NA,3494,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.3494,-0.055286,FALSE,FALSE,0.404686
239129,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,4,NA,2967.2,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.29672,-0.107966,FALSE,FALSE,0.404686
239130,North Central,Kogi,2310,Rural,30,2310-30,1,467.0677490234375,1,NA,NA,12000,7,Prêt,1.2,NA,NA,NA,1.2,NA,NA,NA,FALSE,1.2
