hhid,secteur_residence,taille_menage
329020,Rural,3
329021,Rural,4
329023,Rural,8
329025,Urbain,5
329026,Urbain,6
329028,Urbain,1
329029,Urbain,2
329030,Urbain,5
329031,Urbain,6
329033,Urbain,1
329034,Urbain,4
329035,Urbain,2
329036,Urbain,6
329037,Urbain,3
329038,Urbain,5
329039,Urbain,3
329040,Urbain,6
329041,Urbain,2
329042,Urbain,1
329043,Urbain,2
329046,Urbain,1
329047,Urbain,6
329048,Urbain,1
329049,Rural,13
329050,Rural,4
329053,Rural,2
329054,Rural,2
329055,Rural,4
329056,Rural,2
329057,Rural,6
329058,Rural,8
329059,Rural,5
329060,Rural,4
329061,Rural,5
329062,Rural,7
329063,Rural,5
329065,Rural,5
329066,Rural,5
329067,Rural,2
329068,Rural,8
329070,Rural,6
329071,Rural,4
329073,Rural,4
329074,Rural,5
329075,Rural,7
329076,Rural,7
329077,Rural,5
329078,Rural,2
329079,Rural,7
329080,Rural,7
329081,Rural,3
329082,Rural,5
329085,Rural,1
329088,Rural,6
329089,Rural,5
329090,Rural,8
329091,Rural,5
329092,Rural,4
329093,Rural,2
329095,Rural,2
329096,Rural,3
329108,Rural,5
330031,Rural,11
330032,Rural,8
330033,Rural,8
330034,Rural,9
330035,Rural,9
330036,Rural,12
330037,Rural,9
330038,Rural,2
330039,Rural,10
330040,Rural,2
330051,Rural,13
330052,Rural,12
330053,Rural,2
330054,Rural,2
330055,Rural,4
330056,Rural,12
330057,Rural,19
330058,Rural,9
330059,Rural,10
330060,Rural,9
330061,Rural,3
330062,Rural,12
330063,Rural,8
330064,Rural,8
330065,Rural,2
330066,Rural,3
330067,Rural,9
330068,Rural,9
330069,Rural,4
330070,Rural,8
339001,Rural,8
339002,Rural,6
339003,Rural,9
339004,Rural,5
339005,Rural,12
339006,Rural,9
339009,Rural,6
339010,Rural,22
339011,Rural,7
339012,Rural,4
339013,Rural,3
339014,Rural,6
339015,Rural,2
339016,Rural,7
339017,Rural,11
339018,Rural,10
339020,Rural,7
339021,Rural,15
339022,Rural,2
339023,Rural,2
339026,Rural,5
339027,Rural,10
339028,Rural,3
339029,Rural,6
339030,Rural,4
339031,Rural,6
339032,Rural,3
339033,Rural,7
339034,Rural,10
339036,Rural,1
339037,Rural,9
339038,Rural,14
339040,Rural,7
339042,Rural,9
339043,Rural,5
339044,Rural,4
339045,Rural,7
339046,Rural,10
339047,Rural,6
339048,Rural,6
340032,Rural,6
340033,Rural,5
340034,Rural,6
340035,Rural,11
340036,Rural,16
340037,Rural,6
340038,Rural,8
340039,Rural,16
340040,Rural,1
340051,Rural,8
340052,Rural,8
340053,Rural,6
340054,Rural,6
340056,Rural,6
340057,Rural,4
340058,Rural,2
340059,Rural,5
340060,Rural,6
340081,Rural,8
340082,Rural,9
340083,Rural,8
340084,Rural,4
340085,Rural,11
340086,Rural,16
340087,Rural,7
340088,Rural,10
340089,Rural,8
340090,Rural,1
349002,Rural,8
349003,Rural,4
349004,Rural,12
349005,Rural,5
349007,Rural,3
349008,Rural,6
349009,Rural,5
349010,Rural,12
349011,Rural,15
349012,Rural,4
349014,Rural,5
349015,Rural,4
349016,Rural,3
349017,Rural,2
349018,Rural,5
349019,Rural,9
349020,Rural,2
349021,Rural,8
349022,Rural,9
349024,Rural,4
349025,Rural,2
349026,Rural,1
349027,Rural,5
349028,Rural,11
349029,Rural,1
349030,Rural,6
349031,Rural,2
349032,Rural,11
349034,Rural,10
349036,Rural,6
349037,Rural,10
349038,Rural,3
349039,Rural,4
349040,Rural,8
349041,Rural,4
349043,Rural,5
349044,Rural,1
349045,Rural,5
349046,Rural,1
349047,Rural,4
349050,Urbain,11
349051,Urbain,4
349052,Urbain,1
349053,Urbain,4
349054,Urbain,1
349055,Urbain,10
349056,Urbain,11
349057,Urbain,7
349059,Urbain,4
349060,Urbain,6
349061,Rural,10
349062,Rural,3
349063,Rural,5
349064,Rural,3
349066,Rural,4
349067,Rural,7
349068,Rural,8
349069,Rural,1
349071,Rural,9
349072,Rural,3
349073,Rural,11
349075,Rural,16
349076,Rural,18
349077,Rural,16
349078,Rural,10
349080,Rural,3
349081,Rural,5
349083,Rural,10
349084,Rural,3
349085,Rural,12
349086,Rural,2
349087,Rural,8
349088,Rural,10
349089,Rural,5
349090,Rural,6
349091,Rural,1
349092,Rural,4
349093,Rural,2
349095,Rural,1
349109,Rural,9
350061,Rural,8
350062,Rural,8
350063,Rural,4
350064,Rural,14
350065,Rural,7
350066,Rural,10
350067,Rural,12
350068,Rural,8
350069,Rural,9
350070,Rural,11
359002,Rural,5
359003,Rural,12
359004,Rural,12
359005,Rural,3
359006,Rural,3
359007,Rural,2
359008,Rural,1
359009,Rural,9
359010,Rural,12
359011,Rural,9
359013,Rural,4
359014,Rural,4
359015,Rural,4
359016,Rural,7
359017,Rural,1
359018,Rural,5
359019,Rural,4
359020,Rural,8
359021,Rural,14
359023,Rural,10
359025,Rural,17
359027,Rural,6
359028,Rural,9
359029,Rural,6
359030,Rural,9
359031,Rural,13
359032,Rural,10
359033,Rural,13
359034,Rural,11
359035,Rural,4
359037,Rural,8
359038,Rural,6
359039,Rural,9
359041,Rural,9
359043,Rural,6
359044,Rural,3
359045,Rural,13
359046,Rural,4
359047,Rural,11
359048,Rural,13
359049,Rural,5
359051,Rural,15
359053,Rural,8
359054,Rural,3
359055,Rural,6
359056,Rural,4
359057,Rural,3
359058,Rural,4
359059,Rural,3
359060,Rural,7
359062,Urbain,8
359063,Urbain,6
359064,Urbain,9
359065,Urbain,4
359066,Urbain,10
359067,Urbain,23
359068,Urbain,9
359070,Urbain,5
359071,Urbain,7
359072,Urbain,6
360031,Rural,9
360032,Rural,1
360033,Rural,8
360034,Rural,7
360035,Rural,6
360036,Rural,8
360037,Rural,10
360038,Rural,6
360039,Rural,12
360040,Rural,7
360041,Rural,11
360042,Rural,3
360043,Rural,11
360044,Rural,16
360045,Rural,14
360046,Rural,8
360047,Rural,7
360048,Rural,8
360049,Rural,7
360050,Rural,9
360081,Rural,15
360082,Rural,3
360083,Rural,4
360084,Rural,7
360085,Rural,3
360086,Rural,2
360087,Rural,6
360088,Rural,6
360089,Rural,6
360090,Rural,9
369001,Rural,8
369002,Rural,3
369003,Rural,6
369004,Rural,8
369005,Rural,5
369006,Rural,8
369007,Rural,5
369008,Rural,4
369025,Urbain,8
369026,Urbain,4
369027,Urbain,16
369028,Urbain,10
369030,Urbain,6
369031,Urbain,7
369032,Urbain,7
369033,Urbain,7
369035,Urbain,8
369036,Urbain,15
369038,Rural,10
369039,Rural,9
369040,Rural,6
369041,Rural,8
369042,Rural,6
369043,Rural,8
369044,Rural,9
369046,Rural,2
369047,Rural,4
369048,Rural,11
369049,Rural,8
369050,Rural,8
370002,Urbain,7
370003,Urbain,7
370004,Urbain,8
370005,Urbain,7
370006,Urbain,6
370007,Urbain,4
370008,Urbain,7
370009,Urbain,5
370010,Urbain,6
370011,Urbain,5
370012,Urbain,6
370013,Urbain,3
370015,Urbain,7
370017,Urbain,6
370018,Urbain,8
370019,Urbain,13
370020,Urbain,5
370021,Urbain,3
370023,Urbain,2
370024,Urbain,3
370025,Urbain,4
370026,Urbain,5
370027,Urbain,6
370030,Urbain,7
379003,Urbain,5
379005,Urbain,13
379006,Urbain,4
379007,Urbain,4
379008,Urbain,6
379009,Urbain,4
379010,Urbain,5
379011,Urbain,5
379012,Urbain,2
379013,Urbain,2
379014,Urbain,4
379015,Urbain,3
379016,Urbain,6
379019,Urbain,3
379021,Urbain,3
379022,Urbain,5
379024,Urbain,4
379037,Urbain,1
379039,Urbain,8
379041,Urbain,11
379043,Urbain,5
379044,Urbain,13
379045,Urbain,4
379046,Urbain,10
379047,Urbain,6
379048,Urbain,11
379049,Urbain,10
379050,Urbain,8
379051,Urbain,1
379052,Urbain,1
379053,Urbain,2
379054,Urbain,18
379055,Urbain,6
379057,Urbain,1
379058,Urbain,5
379059,Urbain,8
379061,Rural,7
379063,Rural,2
379064,Rural,12
379065,Rural,8
379066,Rural,5
379068,Rural,4
379069,Rural,2
379070,Rural,5
379071,Rural,4
379072,Rural,2
379073,Rural,4
379075,Rural,6
379077,Rural,7
379078,Rural,6
379079,Rural,5
379080,Rural,9
379081,Rural,5
379082,Rural,8
379083,Rural,11
379084,Rural,13
379085,Rural,4
379086,Rural,14
379087,Rural,8
379089,Rural,6
379090,Rural,9
379091,Rural,2
379092,Rural,8
379093,Rural,4
379094,Rural,5
379096,Rural,8
379097,Urbain,2
379098,Urbain,4
379099,Urbain,5
379100,Urbain,2
379101,Urbain,2
379103,Urbain,5
379104,Urbain,4
379105,Urbain,3
379109,Urbain,8
379111,Urbain,3
379112,Urbain,3
379114,Urbain,4
379115,Urbain,2
379116,Urbain,1
379117,Urbain,3
379118,Urbain,4
379119,Urbain,1
379120,Urbain,1
379121,Urbain,5
379123,Urbain,2
379124,Urbain,1
379127,Urbain,4
379138,Urbain,6
379139,Urbain,2
379141,Urbain,2
379143,Urbain,5
379144,Urbain,3
379146,Urbain,4
379148,Urbain,1
379151,Urbain,5
379154,Urbain,2
379155,Urbain,4
